	Locus	prob	log10(PO)	qval	alpha	fst
709	cgpGmo-S1079	0.0070014	-2.1518	0.83144	-0.002057	0.016662
710	cgpGmo-S331b	0.0066013	-2.1775	0.83857	-0.0004675	0.016681
711	cgpGmo-S911	0.021804	-1.6519	0.61569	-0.022592	0.016478
712	cgpGmo-S435	0.9836	1.7779	0.0015844	1.3551	0.061001
713	cgpGmo-S616	1	1000	0	1.8378	0.089192
714	cgpGmo-S868	0.0064013	-2.1909	0.84273	-0.0032312	0.01666
715	Gm0831_0304	0.0096019	-2.0135	0.78298	-0.0056239	0.016622
716	cgpGmo-S1379	0.011802	-1.9229	0.75677	-0.0085093	0.016602
717	cgpGmo-S1391	0.0070014	-2.1518	0.83144	0.002023	0.01674
718	cgpGmo-S547	0.0054011	-2.2652	0.86	-0.00035467	0.01668
719	cgpGmo-S1016	0.011202	-1.9458	0.76203	0.0054094	0.016831
720	cgpGmo-S1335	0.004801	-2.3166	0.86756	-0.0001154	0.01668
721	cgpGmo-S1055b	0.11602	-0.8819	0.14425	-0.20192	0.015188
722	cgpGmo-S2077	0.015603	-1.8	0.69441	0.010167	0.016926
723	cgpGmo-S215	0.0094019	-2.0227	0.78829	0.0048839	0.016798
724	cgpGmo-S92	0.019804	-1.6946	0.639	0.015139	0.017061
725	cgpGmo-S535b	0.0062012	-2.2048	0.84648	-0.0026885	0.016651
726	cgpGmo-S960	0.94959	1.275	0.002133	1.4635	0.069008
727	cgpGmo-S62	0.018604	-1.7222	0.65468	-0.018745	0.01651
728	cgpGmo-S276b	0.060812	-1.1888	0.27955	-0.096775	0.015949
729	cgpGmo-S2229	0.0054011	-2.2652	0.86	-0.0028686	0.016649
730	cgpGmo-S989	0.021204	-1.6643	0.6218	-0.021969	0.016478
731	cgpGmo-S211	0.0066013	-2.1775	0.83857	-0.00094281	0.01668
732	cgpGmo-S751	0.085017	-1.0319	0.20665	0.084543	0.019004
733	cgpGmo-S1101a	1	1000	0	1.5742	0.072036
734	cgpGmo-S400	0.034807	-1.4429	0.47345	-0.04767	0.016288
735	cgpGmo-S869	0.025805	-1.5769	0.55675	0.019377	0.017175
736	Gm0738_0160	0.040408	-1.3756	0.41297	0.036745	0.017654
737	cgpGmo-S1700	0.010202	-1.9869	0.77278	-0.0082347	0.016604
738	cgpGmo-S2143	0.0046009	-2.3352	0.8694	-0.0011033	0.016681
739	cgpGmo-S1406	0.022204	-1.6438	0.60938	-0.029658	0.016447
740	cgpGmo-S1432	0.0060012	-2.2191	0.85079	-0.0021577	0.016657
741	Gm0277_0199	0.013003	-1.8803	0.73774	-0.010872	0.016574
742	cgpGmo-S1163	0.0068014	-2.1644	0.83597	-0.0022482	0.016657
743	cgpGmo-S261a	0.091418	-0.99733	0.18493	0.10939	0.020024
744	cgpGmo-S1491b	0.0072014	-2.1394	0.8286	0.0017603	0.016725
745	cgpGmo-S1340	0.0060012	-2.2191	0.85079	-0.0031984	0.016646
746	cgpGmo-S975a	0.021804	-1.6519	0.61569	0.01623	0.017088
747	cgpGmo-S852	1	1000	0	2.6053	0.15798
748	cgpGmo-S1917	0.0068014	-2.1644	0.83597	-0.0030268	0.016652
749	cgpGmo-S1656	0.011402	-1.938	0.76062	-0.0092517	0.016593
750	cgpGmo-S1304a	0.046009	-1.3167	0.37212	-0.063101	0.016159
751	cgpGmo-S626a	0.0078016	-2.1044	0.81478	-0.003833	0.016638
752	cgpGmo-S938	0.999	2.9995	0.00011387	1.3333	0.058793
753	cgpGmo-S2198	0.0076015	-2.1158	0.81972	0.0037899	0.016766
754	cgpGmo-S127	0.993	2.1518	0.00063763	1.3448	0.059795
755	cgpGmo-S2056	0.028006	-1.5404	0.51872	0.023589	0.017302
756	cgpGmo-S35a	0.10382	-0.93611	0.16209	-0.1711	0.015373
757	cgpGmo-S1741	0.61252	0.19888	0.020658	0.78828	0.041169
758	cgpGmo-S454	0.005201	-2.2816	0.86313	-0.00040856	0.016686
759	cgpGmo-S2067	0.0060012	-2.2191	0.85079	0.0022285	0.016724
760	cgpGmo-S564	0.014603	-1.8292	0.71407	-0.013942	0.016547
761	cgpGmo-S1068	1	1000	0	1.7699	0.08523
762	cgpGmo-S471	0.0092018	-2.0321	0.79264	-0.0057352	0.016622
763	Gm0783_0453	0.0082016	-2.0825	0.80925	-0.0051432	0.016629
764	cgpGmo-S1703	1	1000	0	2.4316	0.13958
765	cgpGmo-S649b	0.019604	-1.6991	0.64225	-0.020185	0.016492
766	cgpGmo-S752b	0.087217	-1.0198	0.19593	0.10002	0.019692
767	cgpGmo-S1243b	0.0044009	-2.3545	0.87009	0.00089524	0.016697
768	cgpGmo-S1816	0.0042008	-2.3748	0.87078	-0.0011269	0.016671
769	cgpGmo-S1310	0.020604	-1.677	0.63231	-0.021757	0.016485
770	cgpGmo-S13b	0.9984	2.7951	0.00021147	1.2782	0.055978
771	cgpGmo-S366	0.011002	-1.9537	0.76297	-0.0040811	0.016641
772	Gm370_0380_2	0.011402	-1.938	0.76062	-0.010831	0.016579
773	cgpGmo-S515	0.026405	-1.5667	0.54478	-0.027505	0.016437
774	cgpGmo-S2086	0.017403	-1.7517	0.67176	-0.016744	0.016533
775	cgpGmo-S1026	0.059812	-1.1964	0.28829	0.052945	0.018063
776	cgpGmo-S917	0.04761	-1.3011	0.35837	0.049322	0.018129
777	cgpGmo-S418	0.0046009	-2.3352	0.8694	-0.0019148	0.016657
778	cgpGmo-S1995	0.0056011	-2.2493	0.85672	-0.00027889	0.016682
779	cgpGmo-S1761	0.004801	-2.3166	0.86756	5.63E-05	0.016682
780	cgpGmo-S126b	0.0074015	-2.1275	0.82415	-0.0035838	0.016639
781	cgpGmo-S1833	0.0080016	-2.0933	0.81133	-0.0058384	0.016621
782	cgpGmo-S4	0.020804	-1.6727	0.62888	0.020437	0.017264
783	cgpGmo-S1968	0.0090018	-2.0417	0.79612	0.0038874	0.016764
784	cgpGmo-S58b	0.022004	-1.6478	0.61193	-0.024608	0.016467
785	cgpGmo-S661a	0.0074015	-2.1275	0.82415	0.0033848	0.016758
786	cgpGmo-S1738	0.005201	-2.2816	0.86313	0.0002655	0.016691
787	cgpGmo-S1272	0.012402	-1.9011	0.74867	-0.0096291	0.016583
788	cgpGmo-S510	0.029806	-1.5126	0.5066	0.029885	0.017587
789	Gm1222_0205	0.023805	-1.6129	0.58331	-0.025356	0.016451
790	cgpGmo-S2083	0.019404	-1.7036	0.64754	-0.019948	0.016501
791	cgpGmo-S692b	0.013603	-1.8604	0.72889	-0.012057	0.016567
792	cgpGmo-S1131	0.9984	2.7951	0.00021147	1.4623	0.066193
793	cgpGmo-S1813	0.0040008	-2.3961	0.872	-0.00043282	0.016684
794	cgpGmo-S1183	0.997	2.5215	0.00040534	1.2345	0.054049
795	cgpGmo-S906	0.0086017	-2.0617	0.80339	0.003913	0.016767
796	cgpGmo-S2001	0.0062012	-2.2048	0.84648	-0.00076457	0.016675
797	Gm0684_0098	0.041408	-1.3645	0.41001	-0.0542	0.016229
798	cgpGmo-S1981	0.059012	-1.2026	0.29682	0.057134	0.018233
799	cgpGmo-S430b	0.0062012	-2.2048	0.84648	0.0017662	0.016729
800	cgpGmo-S224	0.005001	-2.2988	0.86553	-0.0016547	0.01667
801	Gm0706_0248	0.030606	-1.5007	0.49602	-0.034795	0.01638
802	cgpGmo-S2042	0.0094019	-2.0227	0.78829	-0.0058185	0.016626
803	cgpGmo-S1484	0.25825	-0.45821	0.083569	-0.45381	0.013287
804	cgpGmo-S1287	0.016203	-1.7833	0.68223	-0.014601	0.016551
805	cgpGmo-S2054	0.0046009	-2.3352	0.8694	0.0012424	0.016704
806	cgpGmo-S163	0.012803	-1.8871	0.74333	-0.0093692	0.016603
807	cgpGmo-S1556	0.012202	-1.9082	0.75126	0.0082344	0.01692
808	cgpGmo-S865	0.0088018	-2.0516	0.80048	0.0018009	0.016733
809	cgpGmo-S1482	0.012603	-1.894	0.74495	-0.0098401	0.016585
810	Pan1	1	1000	0	2.8965	0.19271
811	cgpGmo-S1852	0.0074015	-2.1275	0.82415	-0.0039691	0.016638
812	cgpGmo-S583	0.009802	-2.0044	0.77982	-0.0049655	0.016632
813	cgpGmo-S1338	0.036807	-1.4178	0.45137	-0.04498	0.016293
814	cgpGmo-S842	0.0060012	-2.2191	0.85079	-0.00322	0.016655
815	cgpGmo-S309	0.05021	-1.2768	0.34399	0.051065	0.018115
816	cgpGmo-S1683	0.033407	-1.4614	0.48043	-0.049018	0.016294
817	cgpGmo-S1896	0.79316	0.58372	0.010239	0.86598	0.04093
818	cgpGmo-S2196	0.025405	-1.5839	0.5633	0.019631	0.01719
819	cgpGmo-S1463b	0.018404	-1.727	0.65863	-0.018052	0.016506
820	cgpGmo-S1461a	0.038608	-1.3962	0.43284	-0.043792	0.016286
821	cgpGmo-S1763	0.15603	-0.73311	0.11977	0.16744	0.021347
822	cgpGmo-S643a	0.009802	-2.0044	0.77982	-0.0079462	0.016596
823	cgpGmo-S2219	0.0044009	-2.3545	0.87009	0.00079674	0.016697
824	cgpGmo-S496	0.016003	-1.7888	0.68722	-0.014666	0.016552
825	cgpGmo-S348	0.0046009	-2.3352	0.8694	0.00070958	0.016696
826	cgpGmo-S1913	0.027005	-1.5567	0.53581	-0.029636	0.016422
827	cgpGmo-S1856	0.010202	-1.9869	0.77278	-0.006183	0.016614
828	cgpGmo-S57	0.0084017	-2.072	0.80621	-0.0014776	0.016683
829	cgpGmo-S1910	0.027005	-1.5567	0.53581	-0.032903	0.0164
830	cgpGmo-S1908	0.0088018	-2.0516	0.80048	-0.0043469	0.016637
831	cgpGmo-S2003	0.0062012	-2.2048	0.84648	-0.00078746	0.016697
832	cgpGmo-S1817	0.037608	-1.4081	0.4462	0.045024	0.018189
833	cgpGmo-S818a	0.014403	-1.8353	0.72006	-0.011381	0.016574
834	cgpGmo-S464	0.016203	-1.7833	0.68223	-0.017114	0.016527
835	cgpGmo-S1296	0.011002	-1.9537	0.76297	-0.0055753	0.016618
836	Gm0289_0495	0.062613	-1.1753	0.27057	0.060932	0.018349
837	cgpGmo-S426	0.0062012	-2.2048	0.84648	0.0031616	0.016753
838	cgpGmo-S763	0.045809	-1.3187	0.37547	-0.068295	0.016144
839	cgpGmo-S1218	0.015003	-1.8173	0.70421	-0.013896	0.016545
840	cgpGmo-S421	0.013403	-1.8669	0.73131	-0.0090618	0.016592
841	cgpGmo-S819b	0.005001	-2.2988	0.86553	0.00078436	0.016699
842	cgpGmo-S1104	0.0062012	-2.2048	0.84648	-0.0015024	0.016664
843	cgpGmo-S316	0.017804	-1.7417	0.66626	-0.018377	0.016519
844	Gm_fshb_1_1	0.030006	-1.5096	0.50242	-0.037008	0.01636
845	cgpGmo-S875b	1	1000	0	2.3471	0.13104
846	cgpGmo-S2156	0.0054011	-2.2652	0.86	-0.0033003	0.016645
847	cgpGmo-S1097	0.012402	-1.9011	0.74867	0.0082421	0.016906
848	cgpGmo-S2223	0.0054011	-2.2652	0.86	-0.00067212	0.01668
849	cgpGmo-S1048	0.10482	-0.93146	0.15622	-0.17908	0.015339
850	cgpGmo-S1430b	0.012803	-1.8871	0.74333	0.0073031	0.016851
851	cgpGmo-S1667	0.0070014	-2.1518	0.83144	-0.0010914	0.016668
852	cgpGmo-S1157	0.68954	0.34655	0.013303	0.86606	0.043176
853	Gm1339_0238	0.0078016	-2.1044	0.81478	0.0041537	0.016775
854	cgpGmo-S891	0.005001	-2.2988	0.86553	-0.0013183	0.016666
855	cgpGmo-S966	0.023605	-1.6166	0.58909	-0.025212	0.016454
856	cgpGmo-S668	0.0060012	-2.2191	0.85079	0.0015502	0.016714
857	cgpGmo-S1659	0.010202	-1.9869	0.77278	0.0042323	0.016786
858	cgpGmo-S392	0.010802	-1.9618	0.76573	-0.0088824	0.0166
859	cgpGmo-S283	0.9958	2.3748	0.0005001	1.3982	0.062868
860	Gm_cbr1l1_4	0.010202	-1.9869	0.77278	0.0023196	0.01676
861	cgpGmo-S1783	0.018204	-1.7319	0.66248	-0.015797	0.016527
862	cgpGmo-S2164	0.017804	-1.7417	0.66626	-0.016791	0.016521
863	cgpGmo-S1370	0.0070014	-2.1518	0.83144	-0.0017534	0.016666
864	cgpGmo-S52	0.009802	-2.0044	0.77982	-0.0055571	0.016623
865	cgpGmo-S1812	0.0056011	-2.2493	0.85672	-0.00090484	0.016675
866	cgpGmo-S1430a	0.019204	-1.7082	0.64961	0.014132	0.017033
867	cgpGmo-S1339	0.0084017	-2.072	0.80621	-0.0036708	0.016638
868	cgpGmo-S1089	0.9988	2.9202	0.00013033	1.3008	0.057264
869	Gm278_0092	0.011802	-1.9229	0.75677	-0.01022	0.016591
870	cgpGmo-S541b	0.0068014	-2.1644	0.83597	-0.0031526	0.01665
871	cgpGmo-S1609b	0.047209	-1.305	0.36532	-0.053684	0.0162
872	cgpGmo-S2081	0.011802	-1.9229	0.75677	-0.0084171	0.016592
873	cgpGmo-S1276a	0.054411	-1.24	0.32898	0.050078	0.018011
874	cgpGmo-S1972	0.005001	-2.2988	0.86553	-0.0006194	0.016675
875	cgpGmo-S419	0.9998	3.6988	1.45E-05	1.3775	0.061063
876	cgpGmo-S785b	0.059012	-1.2026	0.29682	-0.088593	0.015991
877	cgpGmo-S988	0.004801	-2.3166	0.86756	-0.00090498	0.016671
878	cgpGmo-S1232	0.015203	-1.8114	0.70052	-0.013011	0.016562
879	cgpGmo-S525	0.0068014	-2.1644	0.83597	-0.0014147	0.016666
880	cgpGmo-S841	0.024205	-1.6055	0.57277	-0.027399	0.01644
881	cgpGmo-S180b	0.095419	-0.97681	0.17363	0.11753	0.020287
882	cgpGmo-S1063	0.0040008	-2.3961	0.872	-0.00013731	0.016681
883	cgpGmo-S627	0.005201	-2.2816	0.86313	0.00048936	0.016695
884	cgpGmo-S330	0.023805	-1.6129	0.58331	-0.025506	0.016442
885	cgpGmo-S206	0.11042	-0.90613	0.15026	-0.1864	0.015272
886	cgpGmo-S1922	0.026605	-1.5633	0.53944	-0.028743	0.016419
887	cgpGmo-S1646	0.0060012	-2.2191	0.85079	-0.002277	0.016656
888	cgpGmo-S1743	0.0062012	-2.2048	0.84648	-0.0017388	0.016661
889	cgpGmo-S976b	0.016003	-1.7888	0.68722	-0.011359	0.016564
890	cgpGmo-S177a	0.0064013	-2.1909	0.84273	0.00098971	0.016706
891	cgpGmo-S1650	0.0082016	-2.0825	0.80925	-0.004583	0.016637
892	cgpGmo-S442a	0.015803	-1.7943	0.69046	-0.01203	0.016573
893	cgpGmo-S1095	0.56351	0.11093	0.024775	0.59738	0.033139
894	cgpGmo-S37a	0.0088018	-2.0516	0.80048	-0.0016019	0.01667
895	cgpGmo-S602	0.0064013	-2.1909	0.84273	-0.0014245	0.016671
896	cgpGmo-S1300a	0.010802	-1.9618	0.76573	-0.0081639	0.016597
897	cgpGmo-S1845	1	1000	0	1.9857	0.099454
898	cgpGmo-S995a	0.0038008	-2.4185	0.87267	2.14E-05	0.016686
899	Rhod_1_1	1	1000	0	3.0809	0.21741
900	cgpGmo-S1268	1	1000	0	1.5416	0.069936
901	cgpGmo-S306a	0.011602	-1.9304	0.75919	-0.010573	0.016583
902	cgpGmo-S788	0.0074015	-2.1275	0.82415	0.0032061	0.01675
903	cgpGmo-S1265c	0.010802	-1.9618	0.76573	-0.008182	0.016608
904	cgpGmo-S1999	0.021804	-1.6519	0.61569	0.019625	0.017214
905	cgpGmo-S1216a	0.022805	-1.632	0.60151	-0.025943	0.016458
906	cgpGmo-S723	0.0066013	-2.1775	0.83857	-0.002707	0.016647
907	cgpGmo-S584	0.9896	1.9783	0.0011391	1.2263	0.05387
908	cgpGmo-S149	0.0036007	-2.442	0.87346	0.0004826	0.016689
909	cgpGmo-S899	0.014003	-1.8477	0.72455	0.011814	0.017019
910	cgpGmo-S626b	0.092018	-0.9942	0.17932	-0.14702	0.015552
911	cgpGmo-S233	0.0060012	-2.2191	0.85079	0.0020437	0.016729
912	cgpGmo-S1252	0.0058012	-2.234	0.85399	-0.0022099	0.016654
913	cgpGmo-S1795	0.9976	2.6187	0.00026672	1.4366	0.064711
914	cgpGmo-S93	0.030806	-1.4978	0.49384	-0.037288	0.016364
915	cgpGmo-S962b	0.0054011	-2.2652	0.86	-0.001028	0.01668
916	cgpGmo-S360	1	1000	0	2.411	0.13725
917	cgpGmo-S1051	0.0066013	-2.1775	0.83857	-3.54E-05	0.016696
918	cgpGmo-S2171	0.022805	-1.632	0.60151	-0.02353	0.016472
919	cgpGmo-S294	0.0046009	-2.3352	0.8694	-0.0009901	0.016671
920	cgpGmo-S1945	0.053811	-1.2451	0.33279	0.054199	0.018218
921	cgpGmo-S2079	0.0070014	-2.1518	0.83144	-0.0017591	0.016671
922	cgpGmo-S1454	0.0062012	-2.2048	0.84648	-0.0022028	0.016662
923	cgpGmo-S1018a	0.998	2.698	0.00023667	1.374	0.061118
924	cgpGmo-S1085a	0.0056011	-2.2493	0.85672	8.72E-05	0.016688
925	cgpGmo-S229	0.038408	-1.3986	0.43826	-0.049883	0.016265
926	cgpGmo-S632a	0.024005	-1.6091	0.57584	-0.028552	0.016441
927	cgpGmo-S1797	0.010002	-1.9955	0.7749	-0.0048324	0.016627
928	cgpGmo-S581	0.022805	-1.632	0.60151	-0.026258	0.016445
929	cgpGmo-S1274	0.013003	-1.8803	0.73774	-0.010068	0.016582
930	Gm0668_0260	0.0054011	-2.2652	0.86	0.002169	0.016732
931	cgpGmo-S1196b	0.060812	-1.1888	0.27955	0.054213	0.018123
932	cgpGmo-S1824	0.015603	-1.8	0.69441	0.010663	0.016947
933	cgpGmo-S669	0.0060012	-2.2191	0.85079	0.0014872	0.016731
934	cgpGmo-S2173	0.0058012	-2.234	0.85399	-0.00025012	0.016682
935	cgpGmo-S2059	0.0040008	-2.3961	0.872	0.001242	0.016705
