	Locus	prob	log10(PO)	qval	alpha	fst
2085	Locus_2085	0.0086017	-2.0617	0.98524	-0.002182	0.0081054
2086	Locus_2086	0.045009	-1.3267	0.44806	0.076341	0.010154
2087	Locus_2087	0.0086017	-2.0617	0.98524	0.0023704	0.0081662
2088	Locus_2088	0.0066013	-2.1775	0.98687	0.00023674	0.0081198
2089	Locus_2089	0.0090018	-2.0417	0.98432	-0.0020999	0.008106
2090	Locus_2090	0.010802	-1.9618	0.97379	0.0055574	0.0082006
2091	Locus_2091	0.010202	-1.9869	0.97909	0.0035192	0.0082002
2092	Locus_2092	0.0082016	-2.0825	0.98589	-0.0017006	0.0081098
2093	Locus_2093	0.0064013	-2.1909	0.98691	-0.0019565	0.0081025
2094	Locus_2094	0.0074015	-2.1275	0.98663	-0.0035706	0.0081226
2095	Locus_2095	0.010602	-1.97	0.97573	-0.001381	0.0081197
2096	Locus_2096	0.0086017	-2.0617	0.98524	-0.0043882	0.0080876
2097	Locus_2097	0.0082016	-2.0825	0.98589	-0.0015936	0.0081125
2098	Locus_2098	0.0084017	-2.072	0.98559	-0.0046871	0.0080877
2099	Locus_2099	0.0086017	-2.0617	0.98524	0.0039646	0.0081879
2100	Locus_2100	0.0062012	-2.2048	0.98694	-0.0012426	0.0081096
2101	Locus_2101	0.0074015	-2.1275	0.98663	9.45E-05	0.0081311
2102	Locus_2102	0.0096019	-2.0135	0.98232	0.00019668	0.0081236
2103	Locus_2103	0.0078016	-2.1044	0.98634	0.00042878	0.0081402
2104	Locus_2104	0.0092018	-2.0321	0.98375	-0.0019245	0.0081066
2105	Locus_2105	0.0096019	-2.0135	0.98232	0.00076716	0.0081441
2106	Locus_2106	0.015803	-1.7943	0.87183	0.013055	0.0084
2107	Locus_2107	0.0096019	-2.0135	0.98232	-0.0023897	0.0081324
2108	Locus_2108	0.0094019	-2.0227	0.98313	0.00015728	0.0081346
2109	Locus_2109	0.0094019	-2.0227	0.98313	-0.0014327	0.0081234
2110	Locus_2110	0.0086017	-2.0617	0.98524	0.0013233	0.0081514
2111	Locus_2111	0.0076015	-2.1158	0.9865	-0.0019168	0.0081043
2112	Locus_2112	0.010002	-1.9955	0.98046	9.27E-05	0.008132
2113	Locus_2113	0.0096019	-2.0135	0.98232	0.00050244	0.0081397
2114	Locus_2114	0.012603	-1.894	0.9404	-0.0016471	0.0081229
2115	Locus_2115	0.0090018	-2.0417	0.98432	0.00055998	0.008141
2116	Locus_2116	0.0092018	-2.0321	0.98375	-0.001039	0.0081189
2117	Locus_2117	0.0080016	-2.0933	0.98615	-0.00085036	0.0081218
2118	Locus_2118	0.0094019	-2.0227	0.98313	-0.0014596	0.0081216
2119	Locus_2119	0.0072014	-2.1394	0.98673	0.0011679	0.0081318
2120	Locus_2120	0.009802	-2.0044	0.98143	-0.0015146	0.0081176
2121	Locus_2121	0.018204	-1.7319	0.83508	0.016245	0.00844
2122	Locus_2122	0.0070014	-2.1518	0.98678	-0.0028786	0.0080948
2123	Locus_2123	0.010602	-1.97	0.97573	0.0018493	0.0081531
2124	Locus_2124	0.0088018	-2.0516	0.9848	-0.001381	0.008137
2125	Locus_2125	0.010002	-1.9955	0.98046	0.00018959	0.0081313
2126	Locus_2126	0.0096019	-2.0135	0.98232	0.0027134	0.0081928
2127	Locus_2127	0.011002	-1.9537	0.97113	-0.00045602	0.0081384
2128	Locus_2128	0.012002	-1.9155	0.95318	-0.00015897	0.0081405
2129	Locus_2129	0.010202	-1.9869	0.97909	-0.0054592	0.0081001
2130	Locus_2130	0.0074015	-2.1275	0.98663	-0.002502	0.0080963
2131	Locus_2131	0.010402	-1.9783	0.97742	-0.0060719	0.0080854
2132	Locus_2132	0.0070014	-2.1518	0.98678	-0.00010978	0.0081299
2133	Locus_2133	0.012002	-1.9155	0.95318	0.0063416	0.0082648
2134	Locus_2134	0.011602	-1.9304	0.96165	-0.0018785	0.0081217
2135	Locus_2135	0.0086017	-2.0617	0.98524	0.0041064	0.0082032
2136	Locus_2136	0.010202	-1.9869	0.97909	-0.0061868	0.0080748
2137	Locus_2137	0.012202	-1.9082	0.94901	0.0069953	0.0082732
2138	Locus_2138	0.009802	-2.0044	0.98143	-1.84E-05	0.0081234
2139	Locus_2139	0.0096019	-2.0135	0.98232	-0.0047207	0.0080801
2140	Locus_2140	0.0082016	-2.0825	0.98589	0.00063117	0.0081357
2141	Locus_2141	0.0096019	-2.0135	0.98232	-0.00085604	0.0081273
2142	Locus_2142	0.0086017	-2.0617	0.98524	-0.0013906	0.0081102
2143	Locus_2143	0.017604	-1.7467	0.84127	0.015702	0.0084132
2144	Locus_2144	0.0088018	-2.0516	0.9848	-0.0045159	0.0080879
2145	Locus_2145	0.012402	-1.9011	0.94402	0.00069448	0.0081412
2146	Locus_2146	0.0066013	-2.1775	0.98687	0.00027526	0.0081282
2147	Locus_2147	0.0088018	-2.0516	0.9848	-0.0009116	0.0081216
2148	Locus_2148	0.010202	-1.9869	0.97909	0.006289	0.0082136
2149	Locus_2149	0.0074015	-2.1275	0.98663	0.0024399	0.00817
2150	Locus_2150	0.011402	-1.938	0.96541	0.0040776	0.0081879
2151	Locus_2151	0.010602	-1.97	0.97573	-0.0059562	0.0080893
2152	Locus_2152	0.010802	-1.9618	0.97379	0.00079788	0.0081319
2153	Locus_2153	0.0096019	-2.0135	0.98232	-0.0015148	0.0081188
2154	Locus_2154	0.012002	-1.9155	0.95318	0.0098331	0.0083143
2155	Locus_2155	0.010602	-1.97	0.97573	-0.0051595	0.0080975
2156	Locus_2156	0.0086017	-2.0617	0.98524	-0.0027668	0.0081011
2157	Locus_2157	0.0080016	-2.0933	0.98615	-0.0024437	0.0081105
2158	Locus_2158	0.0080016	-2.0933	0.98615	0.0018836	0.0081451
2159	Locus_2159	0.010202	-1.9869	0.97909	-0.00052952	0.0081326
2160	Locus_2160	0.010802	-1.9618	0.97379	-0.0023683	0.0081121
2161	Locus_2161	0.0090018	-2.0417	0.98432	0.0013156	0.0081288
2162	Locus_2162	0.011802	-1.9229	0.95756	-0.0024605	0.0081288
2163	Locus_2163	0.0094019	-2.0227	0.98313	0.0017858	0.0081548
2164	Locus_2164	0.013803	-1.854	0.90907	0.00053846	0.0081662
2165	Locus_2165	0.010202	-1.9869	0.97909	-0.0061117	0.0080819
2166	Locus_2166	0.010402	-1.9783	0.97742	-0.0048669	0.0081062
2167	Locus_2167	0.0080016	-2.0933	0.98615	-0.0048624	0.0080859
2168	Locus_2168	0.0096019	-2.0135	0.98232	-0.0051073	0.0080901
2169	Locus_2169	0.010402	-1.9783	0.97742	-0.00035532	0.0081236
2170	Locus_2170	0.011402	-1.938	0.96541	-0.002354	0.0081134
2171	Locus_2171	0.0072014	-2.1394	0.98673	-0.00042277	0.0081185
2172	Locus_2172	0.010002	-1.9955	0.98046	-0.0024453	0.0081086
2173	Locus_2173	0.010602	-1.97	0.97573	0.0025729	0.0081976
2174	Locus_2174	0.0082016	-2.0825	0.98589	-0.00033859	0.0081313
2175	Locus_2175	0.010602	-1.97	0.97573	-0.0044563	0.0080908
2176	Locus_2176	0.010602	-1.97	0.97573	0.00047016	0.0081465
2177	Locus_2177	0.0084017	-2.072	0.98559	-0.00074795	0.0081185
2178	Locus_2178	0.0094019	-2.0227	0.98313	0.00084802	0.008149
2179	Locus_2179	0.0086017	-2.0617	0.98524	0.00039046	0.0081303
2180	Locus_2180	0.0096019	-2.0135	0.98232	0.00090528	0.0081314
2181	Locus_2181	0.0088018	-2.0516	0.9848	-0.0012812	0.0081218
2182	Locus_2182	0.010602	-1.97	0.97573	0.0029561	0.0081661
2183	Locus_2183	0.0086017	-2.0617	0.98524	-0.0022843	0.0081117
2184	Locus_2184	0.0076015	-2.1158	0.9865	0.0012994	0.0081645
2185	Locus_2185	0.009802	-2.0044	0.98143	-0.00052779	0.008127
2186	Locus_2186	0.0082016	-2.0825	0.98589	0.00021672	0.0081366
2187	Locus_2187	0.010402	-1.9783	0.97742	-0.0010048	0.0081221
2188	Locus_2188	0.0080016	-2.0933	0.98615	-0.003597	0.0081007
2189	Locus_2189	0.0090018	-2.0417	0.98432	-0.003334	0.0080934
2190	Locus_2190	0.0090018	-2.0417	0.98432	-0.002461	0.0081064
2191	Locus_2191	0.0092018	-2.0321	0.98375	-0.0013789	0.0081025
2192	Locus_2192	0.0082016	-2.0825	0.98589	-0.0016622	0.008111
2193	Locus_2193	0.0086017	-2.0617	0.98524	0.003604	0.0081633
2194	Locus_2194	0.010002	-1.9955	0.98046	-0.00087847	0.0081369
2195	Locus_2195	0.0090018	-2.0417	0.98432	-0.0028778	0.0081081
2196	Locus_2196	0.014203	-1.8414	0.89944	0.011897	0.0083452
2197	Locus_2197	0.010602	-1.97	0.97573	0.0016659	0.0081488
2198	Locus_2198	0.011602	-1.9304	0.96165	0.00063444	0.0081674
2199	Locus_2199	0.0068014	-2.1644	0.98682	-0.00089979	0.0081158
2200	Locus_2200	0.011202	-1.9458	0.96841	-0.0017549	0.0081157
2201	Locus_2201	0.010202	-1.9869	0.97909	-0.00025486	0.008128
2202	Locus_2202	0.0082016	-2.0825	0.98589	-0.001768	0.0081068
2203	Locus_2203	0.009802	-2.0044	0.98143	-0.0053238	0.0080932
2204	Locus_2204	0.009802	-2.0044	0.98143	0.0018494	0.0081728
2205	Locus_2205	0.010002	-1.9955	0.98046	-0.001154	0.0081302
2206	Locus_2206	0.0092018	-2.0321	0.98375	-0.0043472	0.0080815
2207	Locus_2207	0.0080016	-2.0933	0.98615	-0.00043017	0.0081319
2208	Locus_2208	0.010202	-1.9869	0.97909	-0.00025182	0.0081533
2209	Locus_2209	0.0078016	-2.1044	0.98634	-0.0013876	0.0081142
2210	Locus_2210	0.0064013	-2.1909	0.98691	-0.00076071	0.0081215
2211	Locus_2211	0.0088018	-2.0516	0.9848	-0.0021914	0.0081199
2212	Locus_2212	0.0074015	-2.1275	0.98663	-0.00096015	0.0081099
2213	Locus_2213	0.0088018	-2.0516	0.9848	-0.001604	0.0081115
2214	Locus_2214	0.0094019	-2.0227	0.98313	0.0030808	0.0081644
2215	Locus_2215	0.0068014	-2.1644	0.98682	-0.003703	0.0080879
2216	Locus_2216	0.0090018	-2.0417	0.98432	-0.0030354	0.0081051
2217	Locus_2217	0.0086017	-2.0617	0.98524	-0.0043905	0.0080879
2218	Locus_2218	0.0078016	-2.1044	0.98634	-0.00084309	0.0081317
2219	Locus_2219	0.0080016	-2.0933	0.98615	-0.0029159	0.008097
2220	Locus_2220	0.0086017	-2.0617	0.98524	0.002524	0.0081924
2221	Locus_2221	0.0092018	-2.0321	0.98375	-0.0027511	0.0081049
2222	Locus_2222	0.0094019	-2.0227	0.98313	-0.00024007	0.0081295
2223	Locus_2223	0.011002	-1.9537	0.97113	-0.00086	0.008126
2224	Locus_2224	0.0094019	-2.0227	0.98313	-0.0056189	0.0080834
2225	Locus_2225	0.0092018	-2.0321	0.98375	-0.005849	0.008079
2226	Locus_2226	0.0094019	-2.0227	0.98313	0.0027146	0.0081888
2227	Locus_2227	0.0084017	-2.072	0.98559	-0.0021676	0.0081086
2228	Locus_2228	0.0092018	-2.0321	0.98375	-0.0010806	0.0081246
2229	Locus_2229	0.0088018	-2.0516	0.9848	-0.0034044	0.0080923
2230	Locus_2230	0.0080016	-2.0933	0.98615	-0.0014111	0.0081064
2231	Locus_2231	0.0082016	-2.0825	0.98589	-0.0013887	0.0081172
2232	Locus_2232	0.009802	-2.0044	0.98143	0.004639	0.0082015
2233	Locus_2233	0.0074015	-2.1275	0.98663	-0.0031767	0.0081
2234	Locus_2234	0.0084017	-2.072	0.98559	-0.00031814	0.0081474
2235	Locus_2235	0.017003	-1.762	0.85098	0.015661	0.0084028
2236	Locus_2236	0.011802	-1.9229	0.95756	0.011265	0.0083366
2237	Locus_2237	0.0078016	-2.1044	0.98634	-0.0060273	0.0080778
2238	Locus_2238	0.010002	-1.9955	0.98046	0.003091	0.0081735
2239	Locus_2239	0.0062012	-2.2048	0.98694	-0.00095348	0.0081173
2240	Locus_2240	0.010802	-1.9618	0.97379	0.0058894	0.0082246
2241	Locus_2241	0.0086017	-2.0617	0.98524	-0.0023992	0.0081031
2242	Locus_2242	0.0094019	-2.0227	0.98313	-0.001058	0.0081195
2243	Locus_2243	0.0074015	-2.1275	0.98663	-0.0023825	0.0080927
2244	Locus_2244	0.0086017	-2.0617	0.98524	-0.0024953	0.0081135
2245	Locus_2245	0.010602	-1.97	0.97573	-0.00013706	0.0081627
2246	Locus_2246	0.011202	-1.9458	0.96841	-0.0021886	0.0081212
2247	Locus_2247	0.0080016	-2.0933	0.98615	-0.0020139	0.0081051
2248	Locus_2248	0.0090018	-2.0417	0.98432	-0.0046057	0.0080847
2249	Locus_2249	0.010802	-1.9618	0.97379	-0.0033937	0.0081015
2250	Locus_2250	0.014003	-1.8477	0.90501	0.0045352	0.0082217
2251	Locus_2251	0.0082016	-2.0825	0.98589	0.0023939	0.0081511
2252	Locus_2252	0.0072014	-2.1394	0.98673	0.0030168	0.0081516
2253	Locus_2253	0.0082016	-2.0825	0.98589	-0.00096643	0.0081131
2254	Locus_2254	0.011602	-1.9304	0.96165	-0.0046267	0.008103
2255	Locus_2255	0.011002	-1.9537	0.97113	0.004406	0.0081811
2256	Locus_2256	0.0072014	-2.1394	0.98673	0.00047209	0.0081375
2257	Locus_2257	0.010202	-1.9869	0.97909	-0.0077329	0.0080687
2258	Locus_2258	0.010802	-1.9618	0.97379	0.0020286	0.0081624
2259	Locus_2259	0.0088018	-2.0516	0.9848	-0.0016894	0.008108
2260	Locus_2260	0.020604	-1.677	0.79663	0.019861	0.0084557
2261	Locus_2261	0.0080016	-2.0933	0.98615	-0.0011224	0.0081304
2262	Locus_2262	0.010602	-1.97	0.97573	-0.004869	0.0080838
2263	Locus_2263	0.010402	-1.9783	0.97742	-0.0049398	0.0080907
2264	Locus_2264	0.0062012	-2.2048	0.98694	-0.0030193	0.0080969
2265	Locus_2265	0.0096019	-2.0135	0.98232	0.001622	0.0081631
2266	Locus_2266	0.011802	-1.9229	0.95756	-0.0039278	0.0081046
2267	Locus_2267	0.005201	-2.2816	0.98698	-0.0002839	0.0081187
2268	Locus_2268	0.0076015	-2.1158	0.9865	0.0014465	0.0081513
2269	Locus_2269	0.0082016	-2.0825	0.98589	0.0013095	0.0081419
2270	Locus_2270	0.0076015	-2.1158	0.9865	-0.0023896	0.0081075
2271	Locus_2271	0.010402	-1.9783	0.97742	-0.0020018	0.0081042
2272	Locus_2272	0.0084017	-2.072	0.98559	-0.0032701	0.008094
2273	Locus_2273	0.010002	-1.9955	0.98046	0.00033788	0.0081495
2274	Locus_2274	0.0088018	-2.0516	0.9848	0.0013767	0.0081606
2275	Locus_2275	0.0090018	-2.0417	0.98432	-0.0018536	0.0080999
2276	Locus_2276	0.0090018	-2.0417	0.98432	-0.0028978	0.0081021
2277	Locus_2277	0.010402	-1.9783	0.97742	-0.0049734	0.0081008
2278	Locus_2278	0.010602	-1.97	0.97573	-0.0036596	0.0081056
2279	Locus_2279	0.010402	-1.9783	0.97742	-0.00014542	0.0081571
2280	Locus_2280	0.010002	-1.9955	0.98046	-0.00062762	0.008123
2281	Locus_2281	0.0090018	-2.0417	0.98432	0.0056595	0.0081961
2282	Locus_2282	0.010602	-1.97	0.97573	-0.004503	0.0080914
2283	Locus_2283	0.011002	-1.9537	0.97113	0.0018411	0.0081622
2284	Locus_2284	0.009802	-2.0044	0.98143	-0.0046438	0.0080877
2285	Locus_2285	0.0094019	-2.0227	0.98313	-0.0011292	0.0081199
2286	Locus_2286	0.010402	-1.9783	0.97742	-0.001396	0.0081324
2287	Locus_2287	0.0084017	-2.072	0.98559	-0.00463	0.0080897
2288	Locus_2288	0.0094019	-2.0227	0.98313	0.0027378	0.0081639
2289	Locus_2289	0.0094019	-2.0227	0.98313	-0.0014162	0.0081259
2290	Locus_2290	0.010202	-1.9869	0.97909	0.0016017	0.0081671
2291	Locus_2291	0.0080016	-2.0933	0.98615	-0.0043002	0.0080953
2292	Locus_2292	0.010802	-1.9618	0.97379	-0.0017344	0.0081255
2293	Locus_2293	0.0086017	-2.0617	0.98524	-0.0029338	0.0081119
2294	Locus_2294	0.0086017	-2.0617	0.98524	-0.0027219	0.0080971
2295	Locus_2295	0.0062012	-2.2048	0.98694	-0.0013311	0.0081118
2296	Locus_2296	0.0076015	-2.1158	0.9865	-0.0015714	0.0081094
2297	Locus_2297	0.0074015	-2.1275	0.98663	-0.00079795	0.0081171
2298	Locus_2298	0.012603	-1.894	0.9404	-0.0038172	0.0080966
2299	Locus_2299	0.0086017	-2.0617	0.98524	-0.0005321	0.0081114
2300	Locus_2300	0.010002	-1.9955	0.98046	0.0033972	0.0082099
2301	Locus_2301	0.011202	-1.9458	0.96841	-0.00029328	0.0081709
2302	Locus_2302	0.010202	-1.9869	0.97909	0.0031255	0.0081807
2303	Locus_2303	0.009802	-2.0044	0.98143	0.0016693	0.0081653
2304	Locus_2304	0.011402	-1.938	0.96541	-0.0028886	0.0081066
2305	Locus_2305	0.0062012	-2.2048	0.98694	-0.0018969	0.0081009
2306	Locus_2306	0.0088018	-2.0516	0.9848	-0.00064033	0.0081148
2307	Locus_2307	0.0092018	-2.0321	0.98375	-0.0018846	0.0081246
2308	Locus_2308	0.0084017	-2.072	0.98559	7.50E-06	0.0081303
2309	Locus_2309	0.0080016	-2.0933	0.98615	0.0020819	0.00815
2310	Locus_2310	0.010602	-1.97	0.97573	-0.00685	0.008074
2311	Locus_2311	0.0088018	-2.0516	0.9848	-8.35E-05	0.0081254
2312	Locus_2312	0.010202	-1.9869	0.97909	-0.0037326	0.0081032
2313	Locus_2313	0.0082016	-2.0825	0.98589	-6.94E-05	0.0081323
2314	Locus_2314	0.010002	-1.9955	0.98046	-0.0055195	0.0080852
2315	Locus_2315	0.012002	-1.9155	0.95318	0.0029968	0.0081773
2316	Locus_2316	0.011002	-1.9537	0.97113	-0.0047665	0.0080924
2317	Locus_2317	0.010802	-1.9618	0.97379	0.00025862	0.0081416
2318	Locus_2318	0.0080016	-2.0933	0.98615	-0.0043798	0.0080858
2319	Locus_2319	0.0086017	-2.0617	0.98524	-0.0026653	0.0080964
2320	Locus_2320	0.0090018	-2.0417	0.98432	-0.0046928	0.0080896
2321	Locus_2321	0.0080016	-2.0933	0.98615	-0.00033589	0.0081326
2322	Locus_2322	0.010202	-1.9869	0.97909	-0.00025525	0.0081222
2323	Locus_2323	0.0084017	-2.072	0.98559	0.00095679	0.0081566
2324	Locus_2324	0.0070014	-2.1518	0.98678	-0.0031745	0.008092
2325	Locus_2325	0.0082016	-2.0825	0.98589	-0.00096036	0.0081169
2326	Locus_2326	0.0080016	-2.0933	0.98615	-0.00010014	0.0081205
2327	Locus_2327	0.0094019	-2.0227	0.98313	-0.0040235	0.008098
2328	Locus_2328	0.010002	-1.9955	0.98046	-0.0051678	0.0080901
2329	Locus_2329	0.010002	-1.9955	0.98046	0.00030402	0.008126
2330	Locus_2330	0.0092018	-2.0321	0.98375	-0.0031331	0.008101
2331	Locus_2331	0.0092018	-2.0321	0.98375	-0.0029021	0.0081039
2332	Locus_2332	0.011002	-1.9537	0.97113	0.0012948	0.0081679
2333	Locus_2333	0.013203	-1.8736	0.9243	-0.0053878	0.0080914
2334	Locus_2334	0.012002	-1.9155	0.95318	-0.00065984	0.0081677
2335	Locus_2335	0.011802	-1.9229	0.95756	0.0043665	0.0082079
2336	Locus_2336	0.009802	-2.0044	0.98143	6.74E-05	0.0081435
2337	Locus_2337	0.010602	-1.97	0.97573	-0.0010929	0.008141
2338	Locus_2338	0.010002	-1.9955	0.98046	-0.00094628	0.0081279
2339	Locus_2339	0.011002	-1.9537	0.97113	-0.0005897	0.0081517
2340	Locus_2340	0.0096019	-2.0135	0.98232	-0.00091347	0.0081421
2341	Locus_2341	0.0088018	-2.0516	0.9848	-0.0041837	0.0080853
2342	Locus_2342	0.0066013	-2.1775	0.98687	-0.0024486	0.0080992
2343	Locus_2343	0.011002	-1.9537	0.97113	-0.0028039	0.0081188
2344	Locus_2344	0.011802	-1.9229	0.95756	0.0019688	0.0081668
2345	Locus_2345	0.010602	-1.97	0.97573	-0.0018922	0.0081196
2346	Locus_2346	0.011402	-1.938	0.96541	0.0088603	0.0083239
2347	Locus_2347	0.0094019	-2.0227	0.98313	-0.002733	0.0081047
2348	Locus_2348	0.011402	-1.938	0.96541	-0.0049581	0.0080944
2349	Locus_2349	0.011202	-1.9458	0.96841	0.0055095	0.0082138
2350	Locus_2350	0.010802	-1.9618	0.97379	-0.0012767	0.008112
2351	Locus_2351	0.0086017	-2.0617	0.98524	0.00016394	0.0081398
2352	Locus_2352	0.010202	-1.9869	0.97909	-0.0013053	0.0081274
2353	Locus_2353	0.0094019	-2.0227	0.98313	-0.0033607	0.0081088
2354	Locus_2354	0.0086017	-2.0617	0.98524	-0.00022312	0.0081234
2355	Locus_2355	0.009802	-2.0044	0.98143	0.0026359	0.0081712
2356	Locus_2356	0.0096019	-2.0135	0.98232	0.00093117	0.0081663
2357	Locus_2357	0.0074015	-2.1275	0.98663	0.0013612	0.0081361
2358	Locus_2358	0.0060012	-2.2191	0.98696	-0.0012389	0.0081049
2359	Locus_2359	0.012402	-1.9011	0.94402	0.0076326	0.0082627
2360	Locus_2360	0.0086017	-2.0617	0.98524	-0.0039005	0.0080914
2361	Locus_2361	0.012002	-1.9155	0.95318	0.010033	0.0083427
2362	Locus_2362	0.0092018	-2.0321	0.98375	-0.0048355	0.008083
2363	Locus_2363	0.0084017	-2.072	0.98559	-0.0035456	0.008095
2364	Locus_2364	0.0074015	-2.1275	0.98663	0.001085	0.0081484
2365	Locus_2365	0.0084017	-2.072	0.98559	-0.00056744	0.0081219
2366	Locus_2366	0.0076015	-2.1158	0.9865	0.0041911	0.0081697
2367	Locus_2367	0.011202	-1.9458	0.96841	0.0046336	0.0081957
2368	Locus_2368	0.011402	-1.938	0.96541	0.0050853	0.0082182
2369	Locus_2369	0.009802	-2.0044	0.98143	0.0017038	0.0081595
2370	Locus_2370	0.010402	-1.9783	0.97742	-0.0037879	0.0080982
2371	Locus_2371	0.011402	-1.938	0.96541	-0.00063065	0.0081306
2372	Locus_2372	0.0076015	-2.1158	0.9865	-0.00013661	0.0081153
2373	Locus_2373	0.011202	-1.9458	0.96841	0.0057851	0.0082305
2374	Locus_2374	0.010202	-1.9869	0.97909	-0.0021912	0.0081218
2375	Locus_2375	0.0086017	-2.0617	0.98524	-0.0042748	0.008093
2376	Locus_2376	0.010202	-1.9869	0.97909	0.0019951	0.0081655
2377	Locus_2377	0.0090018	-2.0417	0.98432	0.00092119	0.0081362
2378	Locus_2378	0.010402	-1.9783	0.97742	0.0018403	0.0081618
2379	Locus_2379	0.0094019	-2.0227	0.98313	-0.0026168	0.0081036
2380	Locus_2380	0.095219	-0.97782	0.28426	0.17435	0.012413
2381	Locus_2381	0.010002	-1.9955	0.98046	-0.0030329	0.0081093
2382	Locus_2382	0.010402	-1.9783	0.97742	-0.0028238	0.0080966
2383	Locus_2383	0.011602	-1.9304	0.96165	-0.0028823	0.0081143
2384	Locus_2384	0.010002	-1.9955	0.98046	0.0053138	0.0082364
2385	Locus_2385	0.0082016	-2.0825	0.98589	-0.001291	0.0081198
2386	Locus_2386	0.0076015	-2.1158	0.9865	0.0016159	0.0081488
2387	Locus_2387	0.0076015	-2.1158	0.9865	0.0020161	0.0081454
2388	Locus_2388	0.0094019	-2.0227	0.98313	0.0014418	0.0081457
2389	Locus_2389	0.0094019	-2.0227	0.98313	0.0046721	0.0081875
2390	Locus_2390	0.010002	-1.9955	0.98046	-0.0031557	0.008108
2391	Locus_2391	0.0078016	-2.1044	0.98634	-0.00019103	0.0081296
2392	Locus_2392	0.010202	-1.9869	0.97909	-0.0036142	0.0080959
2393	Locus_2393	0.009802	-2.0044	0.98143	0.0018048	0.0081567
2394	Locus_2394	0.0080016	-2.0933	0.98615	-0.0014068	0.0081048
2395	Locus_2395	0.0088018	-2.0516	0.9848	-0.001875	0.0081246
2396	Locus_2396	0.010402	-1.9783	0.97742	-0.0030663	0.0081048
2397	Locus_2397	0.027205	-1.5534	0.71214	0.031725	0.0087335
2398	Locus_2398	0.010002	-1.9955	0.98046	0.00061343	0.0081351
2399	Locus_2399	0.0094019	-2.0227	0.98313	-0.0026872	0.0080962
2400	Locus_2400	0.0088018	-2.0516	0.9848	-0.00063148	0.0081366
2401	Locus_2401	0.0084017	-2.072	0.98559	-0.0029666	0.008103
2402	Locus_2402	0.0096019	-2.0135	0.98232	0.00020134	0.0081278
2403	Locus_2403	0.0086017	-2.0617	0.98524	-0.0021315	0.0081055
2404	Locus_2404	0.010002	-1.9955	0.98046	-0.0026638	0.0081101
2405	Locus_2405	0.011002	-1.9537	0.97113	-0.0032259	0.008108
2406	Locus_2406	0.0078016	-2.1044	0.98634	-0.0012902	0.0081028
2407	Locus_2407	0.012803	-1.8871	0.935	-0.0035465	0.0081141
2408	Locus_2408	0.021204	-1.6643	0.78869	0.020372	0.0085171
2409	Locus_2409	0.012002	-1.9155	0.95318	0.0053533	0.0082377
2410	Locus_2410	0.010402	-1.9783	0.97742	-0.0038463	0.0081077
2411	Locus_2411	0.0094019	-2.0227	0.98313	-0.0035274	0.0080979
2412	Locus_2412	0.0096019	-2.0135	0.98232	0.0027486	0.0081601
2413	Locus_2413	0.0088018	-2.0516	0.9848	-0.00013275	0.0081286
2414	Locus_2414	0.009802	-2.0044	0.98143	-0.0018549	0.0081356
2415	Locus_2415	0.0078016	-2.1044	0.98634	-0.00018954	0.0081178
2416	Locus_2416	0.0086017	-2.0617	0.98524	-0.0024215	0.0081119
2417	Locus_2417	0.010202	-1.9869	0.97909	0.0012335	0.0081618
2418	Locus_2418	0.0096019	-2.0135	0.98232	0.00071643	0.008171
2419	Locus_2419	0.0082016	-2.0825	0.98589	-0.0041139	0.0080892
2420	Locus_2420	0.0076015	-2.1158	0.9865	-0.0037242	0.0080964
2421	Locus_2421	0.010202	-1.9869	0.97909	-0.0027487	0.0081005
2422	Locus_2422	0.0088018	-2.0516	0.9848	0.00027691	0.0081278
2423	Locus_2423	0.011802	-1.9229	0.95756	0.0056065	0.0082181
2424	Locus_2424	0.010402	-1.9783	0.97742	0.0022423	0.0081919
2425	Locus_2425	0.012202	-1.9082	0.94901	0.0067519	0.0082585
2426	Locus_2426	0.010202	-1.9869	0.97909	0.0048106	0.0081964
2427	Locus_2427	0.010202	-1.9869	0.97909	-0.00017227	0.0081322
2428	Locus_2428	0.013403	-1.8669	0.91884	0.010132	0.0082954
2429	Locus_2429	0.0094019	-2.0227	0.98313	0.0039723	0.0081868
2430	Locus_2430	0.0082016	-2.0825	0.98589	-0.002691	0.0081252
2431	Locus_2431	0.0096019	-2.0135	0.98232	0.0050086	0.008197
2432	Locus_2432	0.0080016	-2.0933	0.98615	-0.0025855	0.0081073
2433	Locus_2433	0.010802	-1.9618	0.97379	-0.0027909	0.0081137
2434	Locus_2434	0.011202	-1.9458	0.96841	-0.0024252	0.0081076
2435	Locus_2435	0.0070014	-2.1518	0.98678	-0.0024186	0.0081108
2436	Locus_2436	0.010002	-1.9955	0.98046	-0.0049267	0.0080851
2437	Locus_2437	0.0082016	-2.0825	0.98589	0.0014074	0.0081483
2438	Locus_2438	0.0090018	-2.0417	0.98432	-0.0030354	0.0081062
2439	Locus_2439	0.0084017	-2.072	0.98559	-0.0011734	0.0081169
2440	Locus_2440	0.010402	-1.9783	0.97742	0.0066164	0.0082182
2441	Locus_2441	0.010002	-1.9955	0.98046	-0.0017997	0.0081138
2442	Locus_2442	0.0064013	-2.1909	0.98691	-0.0014237	0.0081064
2443	Locus_2443	0.011402	-1.938	0.96541	0.0052321	0.0082342
